"outcome","race_group","year","rate","stderr","lb","ub"
"bothexercise","Hispanic",2024,0.177429012749589,0.00765215525917467,0.162646950740715,0.192705119545469
"bothexercise","NH White",2020,0.207267104759263,0.00381951634597635,0.199830539855768,0.214828250311519
"bothexercise","NH White",2022,0.204159906834627,0.00402775096521382,0.196295105876174,0.211994031525921
"bothexercise","NH White",2024,0.214377614907775,0.00393188492432618,0.206716971911847,0.222190952455307
"bothexercise","NH Black",2020,0.201640389525348,0.0104064062444579,0.181925993166764,0.222413753308794
"bothexercise","NH Black",2022,0.208708231142703,0.0105196621684579,0.188416332944383,0.22973449892045
"bothexercise","NH Black",2024,0.213722313331481,0.0107673297127344,0.192946600139787,0.23530624945057
"bothexercise","NH Asian",2020,0.181698469001233,0.0139061244567043,0.155542478687454,0.210263636060367
"bothexercise","NH Asian",2022,0.173390290687023,0.0120128991051994,0.151465180098646,0.197523277223183
"bothexercise","NH Asian",2024,0.193780113135178,0.0128137184612305,0.16969917212998,0.219784334412662
"bothexercise","NH AIAN",2020,0.172316627819664,0.0252338975067438,0.127692418760106,0.22675921900804
"bothexercise","NH AIAN",2022,0.191608518119193,0.024854243324063,0.145894606472365,0.244426690082545
"bothexercise","NH AIAN",2024,0.161798248973063,0.0257537264157261,0.116687428909552,0.21615817514415
"bothexercise","NH Other",2020,0.233020960821716,0.0354456647029162,0.17004184348262,0.307086053771396
"bothexercise","NH Other",2022,0.251039169514151,0.0344297863766362,0.187593595804542,0.322463964596027
"bothexercise","NH Other",2024,0.242983671544356,0.029705998497372,0.188292105420749,0.305581152065216
