"outcome","race_group","year","rate","stderr","lb","ub"
"noinsurance","Hispanic",2019,0.126768907586625,0.007485188722557,0.112745490372239,0.14190061021754
"noinsurance","Hispanic",2020,0.130444351646592,0.00983600378431638,0.112030839565258,0.150528489698502
"noinsurance","Hispanic",2021,0.119588763949933,0.00787534342322231,0.104733675328961,0.135734348493911
"noinsurance","Hispanic",2022,0.120255665111116,0.00742283553598727,0.106118392064922,0.135502383644484
"noinsurance","Hispanic",2023,0.0993777279847611,0.00682609059661454,0.0868336403939466,0.113438207756985
"noinsurance","Hispanic",2024,0.102603100040483,0.00696581353054269,0.0897264825391248,0.116857122670993
"noinsurance","NH White",2019,0.050799254036996,0.00210578247607944,0.0468034386553426,0.0550169568633775
"noinsurance","NH White",2020,0.0476988693127563,0.00249403464474925,0.0429378057711506,0.052770459443563
"noinsurance","NH White",2021,0.0403760748604296,0.00174613818417507,0.0370555593819969,0.0438885993059485
"noinsurance","NH White",2022,0.0380900870405985,0.00181329677673263,0.0346561327971584,0.0416757124744891
"noinsurance","NH White",2023,0.032992518813932,0.00153950049475111,0.0300231686485788,0.0360782022705688
"noinsurance","NH White",2024,0.0382483644882216,0.00174687337655564,0.0349307445015944,0.0417911792922844
"noinsurance","NH Black",2019,0.0486491430032675,0.00489409272766999,0.0398070196692719,0.0587599473594022
"noinsurance","NH Black",2020,0.0499153827744619,0.00520159713731409,0.0405199005954074,0.0608437245721724
"noinsurance","NH Black",2021,0.0486477967180655,0.00445910184928838,0.0403343133609514,0.0577340487249178
"noinsurance","NH Black",2022,0.048602269206462,0.00416823549196825,0.0408653997387919,0.057194079650491
"noinsurance","NH Black",2023,0.0352004570629626,0.00332254687237259,0.0291224720636476,0.0420618454270084
"noinsurance","NH Black",2024,0.0365189253193321,0.00393417680371131,0.029433869772159,0.0449317989035312
"noinsurance","NH Asian",2019,0.0488428437358104,0.00781545447318543,0.0353226069309777,0.0659246074529462
"noinsurance","NH Asian",2020,0.0590975073150693,0.00881582575418761,0.0435601833563943,0.0779547422987416
"noinsurance","NH Asian",2021,0.0454838787504614,0.00688910726855588,0.0332657192649828,0.0602212542429477
"noinsurance","NH Asian",2022,0.0510763659552231,0.00730200755798883,0.0381682799630673,0.066691011074531
"noinsurance","NH Asian",2023,0.0302276334742685,0.00546343005192555,0.0209262744447874,0.0424074771868519
"noinsurance","NH Asian",2024,0.0415018181483751,0.0062447856698386,0.0304680778669177,0.0549472888684045
"noinsurance","NH AIAN",2019,0.119343843084351,0.0240216431102737,0.0780319517612624,0.171635423129105
"noinsurance","NH AIAN",2020,0.135292470729421,0.0315329263701473,0.0816020740794858,0.204853392128514
"noinsurance","NH AIAN",2021,0.0911078753735255,0.0189663361417102,0.0585056151661634,0.13273733782431
"noinsurance","NH AIAN",2022,0.0791062382748941,0.0140956196816605,0.0550185007534078,0.109366590325071
"noinsurance","NH AIAN",2023,0.0872048452939253,0.0184020218084116,0.0556217668730306,0.128059245434228
"noinsurance","NH AIAN",2024,0.0630307018298347,0.0141984269632668,0.0389431477207175,0.0941725655547029
"noinsurance","NH Other",2019,0.0625944190858236,0.0163139262837378,0.0367564821142678,0.100182195211204
"noinsurance","NH Other",2020,0.0468623939743267,0.0139357389147885,0.0252159936973503,0.0795086102640527
"noinsurance","NH Other",2021,0.0508436922675337,0.0129186267287505,0.0301761753059532,0.0799887459061671
"noinsurance","NH Other",2022,0.040738898017598,0.0128158972838747,0.0210693244987788,0.0711461512574185
"noinsurance","NH Other",2023,0.0449254496586633,0.0123136977841087,0.0255307884579755,0.0729970985364292
"noinsurance","NH Other",2024,0.041985628940671,0.0102624671034405,0.0253010014685145,0.0653789023003972
"badcarecost","Hispanic",2019,0.103132375715908,0.0062721564293641,0.0915194357962838,0.116129867192703
"badcarecost","Hispanic",2020,0.0945086778308211,0.00757750038706549,0.0805481626833244,0.110185456448581
"badcarecost","Hispanic",2021,0.0734178964207128,0.00505366484345914,0.0639413432563656,0.0839401804458302
"badcarecost","Hispanic",2022,0.0910457046272223,0.00551007559542972,0.0807788078581221,0.102214796692078
"badcarecost","Hispanic",2023,0.0794443602578446,0.00474384871336694,0.0704325848784928,0.0889127750349876
"badcarecost","Hispanic",2024,0.0850349227123147,0.0050383516226235,0.0753985519806773,0.095208305823483
"badcarecost","NH White",2019,0.0798275754031357,0.00246790995688678,0.0751514940071052,0.0847318423022415
"badcarecost","NH White",2020,0.0714554847087535,0.00294555400762413,0.0658073092456811,0.0774274101282117
"badcarecost","NH White",2021,0.0732244828864212,0.00255010104036625,0.0683985800113396,0.0783448279029642
"badcarecost","NH White",2022,0.0645310286565454,0.00235764345195318,0.0599672790770559,0.0692029642871308
"badcarecost","NH White",2023,0.0640182967012079,0.00226209774812593,0.0596207514420882,0.0685506631363767
"badcarecost","NH White",2024,0.0874609626033381,0.00258354573677552,0.0824325771230269,0.0925562326952336
"badcarecost","NH Black",2019,0.0905672062005446,0.00687742540599937,0.077817450725698,0.105067651673277
"badcarecost","NH Black",2020,0.0655838550645805,0.00583520500719935,0.0548565731987871,0.0775560957492148
"badcarecost","NH Black",2021,0.0663021596820935,0.00524920675899374,0.0566071208677795,0.0771160108653261
"badcarecost","NH Black",2022,0.064594412042362,0.00528676134488647,0.0549825133194551,0.0756860617013289
"badcarecost","NH Black",2023,0.0728308325714606,0.005648509938403,0.0624612153606241,0.0843940039799111
"badcarecost","NH Black",2024,0.0770754899303929,0.00590477909740129,0.0660911109962013,0.0892979088771007
