"outcome","income_group","year","rate","stderr","lb","ub"
"noinsurance","<100% FPL",2019,0.117403493027902,0.00728181042758609,0.103707622205345,0.13216835231495
"noinsurance","<100% FPL",2020,0.114454354366225,0.00972049060126926,0.0966080923369797,0.134476263410232
"noinsurance","<100% FPL",2021,0.104839937365251,0.007714903539235,0.090516922301479,0.120507664913822
"noinsurance","<100% FPL",2022,0.0974958580525341,0.00699549352138441,0.0843540308888643,0.111581977524291
"noinsurance","<100% FPL",2023,0.0750358433268073,0.00545573014379879,0.0651018396331108,0.0862165661546762
"noinsurance","<100% FPL",2024,0.0826064106903813,0.00602098212743497,0.0714120648400647,0.0952119169081077
"noinsurance","100–199% FPL",2019,0.124113971052087,0.005737695933944,0.113279552299218,0.135330917059312
"noinsurance","100–199% FPL",2020,0.120282073352135,0.00784915391193047,0.105361786534947,0.136093976661186
"noinsurance","100–199% FPL",2021,0.101572745797431,0.00499735178160577,0.0920941308330579,0.11158251345089
"noinsurance","100–199% FPL",2022,0.0961139770276082,0.00536748708663083,0.0859079337620136,0.10698872672361
"noinsurance","100–199% FPL",2023,0.0796920566994238,0.00455443420347341,0.0710686388878631,0.0890018058340336
"noinsurance","100–199% FPL",2024,0.0881974746421242,0.00494490888582512,0.0788866615925395,0.0980346610604679
"noinsurance","200–299% FPL",2019,0.096420493766656,0.00522113129925135,0.0865695073758588,0.107151412532206
"noinsurance","200–299% FPL",2020,0.0899987151854737,0.00590537059521518,0.0790423737547547,0.102171011869998
"noinsurance","200–299% FPL",2021,0.0845549082763213,0.00484038454996218,0.0752893931809795,0.0943863142180563
"noinsurance","200–299% FPL",2022,0.0813658921872694,0.00473183925732383,0.0724981416534367,0.0909374426017677
"noinsurance","200–299% FPL",2023,0.0633597162583897,0.00389381054690224,0.05598792912433,0.0712801013977321
"noinsurance","200–299% FPL",2024,0.0747050132620869,0.00461566274695512,0.0662010019156781,0.084050847371856
"noinsurance","300–399% FPL",2019,0.0576002625095901,0.00455802753149236,0.0492246709371183,0.0669985133973015
"noinsurance","300–399% FPL",2020,0.0620514852132674,0.00574248569061101,0.0516087838752372,0.0740511999089032
"noinsurance","300–399% FPL",2021,0.0513854747098032,0.00433273714204117,0.0433098614919902,0.0602924944126671
"noinsurance","300–399% FPL",2022,0.0609127836312068,0.00466624634673833,0.0521738319482324,0.0704844528597982
"noinsurance","300–399% FPL",2023,0.0515678953304474,0.00425168560024701,0.0436503196023137,0.0601915517145393
"noinsurance","300–399% FPL",2024,0.0513716920392166,0.00378599438015021,0.0443011322008913,0.0591565204805435
"noinsurance","400-499% FPL",2019,0.036264452296235,0.00356791781733755,0.0298450629689537,0.0436898528434697
"noinsurance","400-499% FPL",2020,0.0473104325191694,0.00531473837065932,0.0376585907799052,0.0585915985636008
"noinsurance","400-499% FPL",2021,0.0391298188622105,0.00387862716716347,0.0320482418629368,0.0473609949630609
"noinsurance","400-499% FPL",2022,0.0350005727449686,0.00376614242283749,0.0281473054544415,0.043017722345078
"noinsurance","400-499% FPL",2023,0.0340218040532375,0.00381087010158047,0.0271483435795619,0.0420060716605519
"noinsurance","400-499% FPL",2024,0.0322586433296052,0.003384750055875,0.0260409407956053,0.0392967803601388
"noinsurance","500%+ FPL",2019,0.0249586804450691,0.00202747655587551,0.0212199386280328,0.0291531060601319
"noinsurance","500%+ FPL",2020,0.0241586637713582,0.00236908531444188,0.0198517818244881,0.0290370967819681
"noinsurance","500%+ FPL",2021,0.0217046204034435,0.00181704876933836,0.0183686000508367,0.025484835312974
"noinsurance","500%+ FPL",2022,0.0227529522268802,0.00192074548662574,0.0192752859175173,0.0266695952796958
"noinsurance","500%+ FPL",2023,0.0212643631000863,0.00164453416516841,0.0182657209223258,0.0247173437558943
"noinsurance","500%+ FPL",2024,0.0210425505357295,0.00180036959311245,0.0177502688252567,0.0247693829006693
"badcarecost","<100% FPL",2019,0.160047636611099,0.00851930942030164,0.144148053945501,0.177737473053402
