"outcome","income_group","year","rate","stderr","lb","ub"
"shortsleep","<100% FPL",2020,0.324876695795558,0.0127789825235581,0.300496561638888,0.349921635772467
"shortsleep","<100% FPL",2022,0.349641714498312,0.0120648828435676,0.3262028955199,0.373830945158169
"shortsleep","<100% FPL",2024,0.347263995541453,0.011808068108143,0.324729074650918,0.370603042539206
"shortsleep","100–199% FPL",2020,0.301815435256891,0.00875499576725651,0.284581965820456,0.3187651086468
"shortsleep","100–199% FPL",2022,0.345566382154658,0.00858813586753758,0.32907929025276,0.362496545844172
"shortsleep","100–199% FPL",2024,0.341463100685337,0.0081645977699137,0.325751237950099,0.357383857160669
"shortsleep","200–299% FPL",2020,0.271833059134158,0.00835009408035993,0.255627989745393,0.288400676927997
"shortsleep","200–299% FPL",2022,0.332627621006037,0.00893673561700827,0.314998593685046,0.350186530050418
"shortsleep","200–299% FPL",2024,0.318525568116862,0.00815354826861461,0.302724834796911,0.334887173969082
"shortsleep","300–399% FPL",2020,0.289167643010596,0.00925572086937543,0.271375602809975,0.307659475267299
"shortsleep","300–399% FPL",2022,0.28888812008614,0.00958149863041808,0.270209956119991,0.307756389588625
"shortsleep","300–399% FPL",2024,0.300582722476662,0.00841271265625735,0.28403407883023,0.317288744983114
"shortsleep","400-499% FPL",2020,0.287358868062465,0.00921359867391698,0.269406955435638,0.305748539432871
"shortsleep","400-499% FPL",2022,0.284496032638036,0.00945093914735334,0.266483394571087,0.3032041543049
"shortsleep","400-499% FPL",2024,0.32066920989793,0.00902660330675262,0.303378950061614,0.338652381728129
"shortsleep","500%+ FPL",2020,0.25372549616184,0.00595885518044271,0.24211279970161,0.265540406069662
"shortsleep","500%+ FPL",2022,0.265709890178727,0.00556772492218264,0.254933752607972,0.276648052462027
"shortsleep","500%+ FPL",2024,0.267248068335329,0.0055231414408734,0.256523333448624,0.27820461541461
"enoughsleep","<100% FPL",2020,0.675267933793335,0.0125947003515523,0.650538301635832,0.700192056451806
"enoughsleep","<100% FPL",2022,0.65042523870568,0.0121719502830464,0.626439344543788,0.673822501674256
"enoughsleep","<100% FPL",2024,0.652707808223937,0.0119256412518028,0.629207680309662,0.676054878428721
"enoughsleep","100–199% FPL",2020,0.698183824630119,0.00885667375468283,0.680673276000822,0.715610833558162
"enoughsleep","100–199% FPL",2022,0.654382833016539,0.00856402861867944,0.637436529525957,0.671038792539024
"enoughsleep","100–199% FPL",2024,0.658394364862261,0.00811802698087826,0.642223721503571,0.674049423361476
"enoughsleep","200–299% FPL",2020,0.728407121341717,0.00832422038591043,0.711752911757036,0.744565998918817
"enoughsleep","200–299% FPL",2022,0.667388780924467,0.00883192491969252,0.64975283465604,0.684273678246858
"enoughsleep","200–299% FPL",2024,0.68141981899811,0.00791597031199104,0.665696565414834,0.697076405860723
"enoughsleep","300–399% FPL",2020,0.710751996407258,0.00908898775945679,0.692902779250723,0.728633345806168
"enoughsleep","300–399% FPL",2022,0.711081142175287,0.00954731913216771,0.691909671747973,0.729698134996219
"enoughsleep","300–399% FPL",2024,0.699452617532346,0.00849443459291181,0.68290905105796,0.715818307367764
"enoughsleep","400-499% FPL",2020,0.712486960532855,0.00933150878405686,0.693867624702716,0.730158896253202
"enoughsleep","400-499% FPL",2022,0.715476019661614,0.00963995040797091,0.696265012847238,0.734140763284205
"enoughsleep","400-499% FPL",2024,0.67935078745,0.00906540473626199,0.661358526927881,0.697002422891784
"enoughsleep","500%+ FPL",2020,0.746131084405111,0.0060391397704854,0.734057626772493,0.757728890713318
"enoughsleep","500%+ FPL",2022,0.734213149312624,0.00552489450639957,0.723326066321343,0.744903594875231
"enoughsleep","500%+ FPL",2024,0.73268232513435,0.00553738878866342,0.721676614726782,0.743501880764194
"longsleep","<100% FPL",2020,0.0730382816519049,0.00708087504352398,0.0602931542181589,0.088059334893013
"longsleep","<100% FPL",2022,0.0685556552713894,0.00614220151980212,0.057236356833908,0.0814833319553112
"longsleep","<100% FPL",2024,0.0733801494867353,0.00655253955438682,0.0611914892672706,0.086933061667067
"longsleep","100–199% FPL",2020,0.0539295669605455,0.00452279796957799,0.0455997652994925,0.0634095645733555
"longsleep","100–199% FPL",2022,0.0566666451050893,0.00436832333410307,0.0485181294293341,0.0656734953158399
"longsleep","100–199% FPL",2024,0.055980769498957,0.00409790425319688,0.0484234278936042,0.0644365148571922
"longsleep","200–299% FPL",2020,0.0446685213515132,0.00469464444807907,0.0363149362435507,0.0545499429921819
"longsleep","200–299% FPL",2022,0.0369099714283418,0.00347206582519207,0.0306159235051604,0.0441618587366782
"longsleep","200–299% FPL",2024,0.0383462550166373,0.00324026164819198,0.0323609954707859,0.0451226407296563
"longsleep","300–399% FPL",2020,0.0263512042340459,0.00313991748640282,0.0205972698513728,0.0328769141369936
"longsleep","300–399% FPL",2022,0.0346991067883269,0.0044943931620898,0.0270487996184504,0.0443838015711417
"longsleep","300–399% FPL",2024,0.0280168589450126,0.00353464900654239,0.0217524682215847,0.0355238261251066
"longsleep","400-499% FPL",2020,0.0227476326071336,0.00301003253075569,0.0174545916233211,0.029059432811064
"longsleep","400-499% FPL",2022,0.0311098647321663,0.00434152077882859,0.0235169552000922,0.0403931369092635
"longsleep","400-499% FPL",2024,0.0248919333647539,0.00352420466719197,0.0186298591239086,0.0325182754353473
"longsleep","500%+ FPL",2020,0.0236278399299896,0.0022531251604658,0.0194122386064067,0.028269116551094
"longsleep","500%+ FPL",2022,0.0197757258691941,0.00190041935691741,0.0162703913217359,0.023725411452867
"longsleep","500%+ FPL",2024,0.02757468113599,0.0023324150014103,0.0232914485863521,0.0323867714860373
